user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
bin146	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__	Placement	taxonomic classification fully defined by topology	GCF_900100595.1, s__Ruminococcus_E sp900100595, 95.0, 81.26, 0.38; GCA_900316555.1, s__Ruminococcus_E sp900316555, 95.0, 80.43, 0.44; GCA_900317315.1, s__Ruminococcus_E sp900317315, 95.0, 80.12, 0.44; GCA_900320415.1, s__Ruminococcus_E sp900320415, 95.0, 79.98, 0.44; GCA_900316815.1, s__Ruminococcus_E sp900316815, 95.0, 79.49, 0.33; GCA_900317595.1, s__Ruminococcus_E sp900317595, 95.0, 79.02, 0.38; GCA_900315195.1, s__Ruminococcus_E sp900315195, 95.0, 78.8, 0.22; GCA_900316435.1, s__Ruminococcus_E sp900316435, 95.0, 78.5, 0.22; GCA_900318905.1, s__Ruminococcus_E sp900318905, 95.0, 78.32, 0.23; GCA_003499325.1, s__Ruminococcus_E sp003499325, 95.0, 78.31, 0.22; GCA_900315605.1, s__Ruminococcus_E sp900315605, 95.0, 78.11, 0.22; GCA_900315085.1, s__Ruminococcus_E sp900315085, 95.0, 78.07, 0.25; GCA_900319655.1, s__Ruminococcus_E sp900319655, 95.0, 78.0, 0.3; GCA_900320995.1, s__Ruminococcus_E sp900320995, 95.0, 77.95, 0.17; GCA_900317875.1, s__Ruminococcus_E sp900317875, 95.0, 77.95, 0.26; GCA_900314795.1, s__Ruminococcus_E sp900314795, 95.0, 77.9, 0.2; GCA_900318495.1, s__Ruminococcus_E sp900318495, 95.0, 77.86, 0.23; GCA_003520555.1, s__Ruminococcus_E sp003520555, 95.0, 77.84, 0.22; GCA_900315815.1, s__Ruminococcus_E sp900315815, 95.0, 77.8, 0.17; GCA_900313895.1, s__Ruminococcus_E sp900313895, 95.0, 77.76, 0.12; GCA_900319615.1, s__Ruminococcus_E sp900319615, 95.0, 77.72, 0.2; GCA_002394725.1, s__Ruminococcus_E sp002394725, 95.0, 77.68, 0.16; GCA_900313865.1, s__Ruminococcus_E sp900313865, 95.0, 77.46, 0.12; GCA_002491825.1, s__Ruminococcus_E sp002491825, 95.0, 77.38, 0.09; GCA_900315785.1, s__Ruminococcus_E sp900315785, 95.0, 76.87, 0.13	65.3	11	0.9773634996445245	N/A
bin102	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__	N/A	N/A	N/A	N/A	N/A	GCA_900320995.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp900320995	94.65	0.79	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__	Placement	taxonomic classification fully defined by topology	GCA_900314795.1, s__Ruminococcus_E sp900314795, 95.0, 88.2, 0.7; GCA_003499325.1, s__Ruminococcus_E sp003499325, 95.0, 88.15, 0.8; GCA_002394725.1, s__Ruminococcus_E sp002394725, 95.0, 87.16, 0.71; GCA_900313865.1, s__Ruminococcus_E sp900313865, 95.0, 81.59, 0.64; GCA_900313895.1, s__Ruminococcus_E sp900313895, 95.0, 80.38, 0.51; GCA_900315815.1, s__Ruminococcus_E sp900315815, 95.0, 80.37, 0.44; GCA_900319615.1, s__Ruminococcus_E sp900319615, 95.0, 80.36, 0.61; GCA_900317315.1, s__Ruminococcus_E sp900317315, 95.0, 77.49, 0.23; GCA_900316555.1, s__Ruminococcus_E sp900316555, 95.0, 77.17, 0.12	85.1	11	0.996948456813834	N/A
bin683	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1213;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1213;s__	Placement	taxonomic classification fully defined by topology	GCA_900317795.1, s__UBA1213 sp900317795, 95.0, 81.0, 0.18; GCA_002309275.1, s__UBA1213 sp002309275, 95.0, 80.0, 0.22	24.84	11	0.9801884982008723	N/A
bin287	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1213;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1213;s__	Placement	taxonomic classification fully defined by topology	GCA_900317795.1, s__UBA1213 sp900317795, 95.0, 82.31, 0.4; GCA_002309275.1, s__UBA1213 sp002309275, 95.0, 80.98, 0.36	24.29	11	0.9753751567240126	N/A
bin118	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__	N/A	N/A	N/A	N/A	N/A	GCA_900319455.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp900319455	78.41	0.4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__	Placement	taxonomic classification fully defined by topology	GCA_002309055.1, s__CAG-177 sp002309055, 95.0, 77.44, 0.21	79.44	11	0.9637337238340165	N/A
bin128	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	80.48	11	0.8522242313070023	N/A
bin538	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG806;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	19.38	11	0.9025506425819773	N/A
bin228	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__	Placement	taxonomic classification fully defined by topology	N/A	68.19	11	0.922351531347032	Genome has more than 20.8% of markers with multiple hits
bin45	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__	Placement	taxonomic classification fully defined by topology	GCF_000621845.1, s__Ruminococcus flavefaciens_E, 95.0, 82.69, 0.53; GCF_900119075.1, s__Ruminococcus flavefaciens_Q, 95.0, 82.67, 0.54; GCF_000526795.1, s__Ruminococcus flavefaciens_D, 95.0, 81.85, 0.48; GCA_002309635.1, s__Ruminococcus flavefaciens_J, 95.0, 81.78, 0.56; GCF_000621785.1, s__Ruminococcus flavefaciens_C, 95.0, 81.71, 0.49; GCF_000571935.1, s__Ruminococcus flavefaciens_F, 95.0, 81.7, 0.5; GCF_900116855.1, s__Ruminococcus flavefaciens_R, 95.0, 81.61, 0.45; GCA_004554385.1, s__Ruminococcus flavefaciens_T, 95.0, 81.3, 0.53; GCF_900143025.1, s__Ruminococcus flavefaciens_I, 95.0, 81.06, 0.46; GCF_900108555.1, s__Ruminococcus flavefaciens_P, 95.0, 80.91, 0.45; GCF_000518765.1, s__Ruminococcus flavefaciens, 95.0, 80.83, 0.45; GCA_004556875.1, s__Ruminococcus flavefaciens_S, 95.0, 80.46, 0.52; GCA_002310115.1, s__Ruminococcus flavefaciens_K, 95.0, 79.89, 0.29; GCF_000174895.1, s__Ruminococcus flavefaciens_A, 95.0, 79.72, 0.28; GCF_000701945.1, s__Ruminococcus flavefaciens_B, 95.0, 79.58, 0.3; GCF_900119535.1, s__Ruminococcus flavefaciens_H, 95.0, 79.53, 0.26; GCA_900318825.1, s__Ruminococcus sp900318825, 95.0, 79.43, 0.38; GCA_900315755.1, s__Ruminococcus sp900315755, 95.0, 79.41, 0.31; GCF_900109435.1, s__Ruminococcus flavefaciens_G, 95.0, 79.34, 0.26; GCA_001604035.1, s__Ruminococcus sp001604035, 95.0, 79.31, 0.28; GCA_900315975.1, s__Ruminococcus sp900315975, 95.0, 78.97, 0.27; GCA_002350065.1, s__Ruminococcus flavefaciens_N, 95.0, 78.81, 0.38; GCA_002371825.1, s__Ruminococcus flavefaciens_L, 95.0, 78.77, 0.29; GCA_900540005.1, s__Ruminococcus sp900540005, 95.0, 78.71, 0.28; GCA_002394695.1, s__Ruminococcus sp002394695, 95.0, 78.57, 0.3; GCA_900321885.1, s__Ruminococcus sp900321885, 95.0, 78.57, 0.34; GCA_002373775.1, s__Ruminococcus flavefaciens_M, 95.0, 78.3, 0.26; GCA_900319195.1, s__Ruminococcus sp900319195, 95.0, 78.05, 0.31; GCA_002414125.1, s__Ruminococcus sp002414125, 95.0, 77.71, 0.09; GCA_900545125.1, s__Ruminococcus sp900545125, 95.0, 77.7, 0.11; GCA_003488415.1, s__Ruminococcus sp003488415, 95.0, 77.59, 0.24; GCA_002362135.1, s__Ruminococcus sp002362135, 95.0, 77.09, 0.2	97.22	11	0.9777497464818353	N/A
bin336	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	10.16	11	0.835087814924133	Genome domain questionable ( 10.8% Bacterial, 2.5% Archaeal)
bin253	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	26.05	11	0.8332785082944556	N/A
bin116	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	80.14	11	0.8191798833470051	N/A
bin278	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	64.74	11	0.817740507791329	N/A
bin103	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	N/A	N/A	N/A	N/A	N/A	GCA_002392625.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp002392625	84.7	0.67	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	Placement	taxonomic classification fully defined by topology	GCA_900317425.1, s__CAG-83 sp900317425, 95.0, 84.66, 0.65; GCA_001916855.1, s__CAG-83 sp001916855, 95.0, 81.32, 0.45; GCA_900551355.1, s__CAG-83 sp900551355, 95.0, 81.14, 0.47; GCA_900545495.1, s__CAG-83 sp900545495, 95.0, 81.01, 0.38; GCA_900547745.1, s__CAG-83 sp900547745, 95.0, 80.67, 0.42; GCA_900552725.1, s__CAG-83 sp900552725, 95.0, 80.63, 0.41; GCA_900550585.1, s__CAG-83 sp900550585, 95.0, 80.61, 0.36; GCA_000435975.1, s__CAG-83 sp000435975, 95.0, 80.54, 0.44; GCA_003487665.1, s__CAG-83 sp003487665, 95.0, 80.52, 0.42; GCA_900545585.1, s__CAG-83 sp900545585, 95.0, 80.48, 0.36; GCA_900548615.1, s__CAG-83 sp900548615, 95.0, 80.43, 0.38; GCA_900554275.1, s__CAG-83 sp900554275, 95.0, 80.2, 0.42; GCA_000431575.1, s__CAG-83 sp000431575, 95.0, 80.18, 0.45; GCA_900555735.1, s__CAG-83 sp900555735, 95.0, 80.14, 0.34; GCA_002438575.1, s__CAG-83 sp002438575, 95.0, 80.06, 0.48; GCA_900551995.1, s__CAG-83 sp900551995, 95.0, 79.92, 0.42; GCA_000435555.1, s__CAG-83 sp000435555, 95.0, 79.91, 0.45; GCA_004557655.1, s__CAG-83 sp004557655, 95.0, 79.72, 0.29; GCA_900556015.1, s__CAG-83 sp900556015, 95.0, 79.63, 0.43; GCA_900313295.1, s__CAG-83 sp900313295, 95.0, 79.48, 0.47; GCA_900550615.1, s__CAG-83 sp900550615, 95.0, 79.44, 0.35; GCA_004555205.1, s__CAG-83 sp004555205, 95.0, 79.41, 0.32; GCA_003539495.1, s__CAG-83 sp003539495, 95.0, 79.38, 0.32; GCA_900549395.1, s__CAG-83 sp900549395, 95.0, 79.22, 0.36; GCA_900552475.1, s__CAG-83 sp900552475, 95.0, 78.87, 0.3; GCA_002309395.1, s__CAG-83 sp002309395, 95.0, 78.69, 0.45	83.31	11	0.974196902497773	N/A
bin434	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	N/A	N/A	N/A	N/A	N/A	GCA_002392625.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp002392625	79.72	0.3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	Placement	taxonomic classification fully defined by topology	GCA_900317425.1, s__CAG-83 sp900317425, 95.0, 80.73, 0.41; GCA_900551355.1, s__CAG-83 sp900551355, 95.0, 77.79, 0.16; GCA_900547745.1, s__CAG-83 sp900547745, 95.0, 77.7, 0.2; GCA_002309395.1, s__CAG-83 sp002309395, 95.0, 77.52, 0.15; GCA_000435555.1, s__CAG-83 sp000435555, 95.0, 77.46, 0.17; GCA_002438575.1, s__CAG-83 sp002438575, 95.0, 77.43, 0.14; GCA_900313295.1, s__CAG-83 sp900313295, 95.0, 77.14, 0.12; GCA_900556015.1, s__CAG-83 sp900556015, 95.0, 77.14, 0.12	38.87	11	0.9697794577012112	N/A
bin509	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	Placement	taxonomic classification fully defined by topology	GCA_900317425.1, s__CAG-83 sp900317425, 95.0, 80.58, 0.45; GCA_900547745.1, s__CAG-83 sp900547745, 95.0, 80.18, 0.43; GCA_900552725.1, s__CAG-83 sp900552725, 95.0, 80.13, 0.43; GCA_900551355.1, s__CAG-83 sp900551355, 95.0, 80.02, 0.39; GCA_900550585.1, s__CAG-83 sp900550585, 95.0, 79.83, 0.43; GCA_900545495.1, s__CAG-83 sp900545495, 95.0, 79.77, 0.48; GCA_001916855.1, s__CAG-83 sp001916855, 95.0, 79.75, 0.4; GCA_002392625.1, s__CAG-83 sp002392625, 95.0, 79.65, 0.45; GCA_003487665.1, s__CAG-83 sp003487665, 95.0, 79.58, 0.43; GCA_900554275.1, s__CAG-83 sp900554275, 95.0, 79.48, 0.4; GCA_000435555.1, s__CAG-83 sp000435555, 95.0, 79.29, 0.36; GCA_900545585.1, s__CAG-83 sp900545585, 95.0, 79.2, 0.41; GCA_900555735.1, s__CAG-83 sp900555735, 95.0, 79.11, 0.39; GCA_003539495.1, s__CAG-83 sp003539495, 95.0, 79.02, 0.35; GCA_000435975.1, s__CAG-83 sp000435975, 95.0, 79.0, 0.41; GCA_900548615.1, s__CAG-83 sp900548615, 95.0, 78.95, 0.42; GCA_900551995.1, s__CAG-83 sp900551995, 95.0, 78.94, 0.38; GCA_900549395.1, s__CAG-83 sp900549395, 95.0, 78.9, 0.29; GCA_900313295.1, s__CAG-83 sp900313295, 95.0, 78.9, 0.29; GCA_004557655.1, s__CAG-83 sp004557655, 95.0, 78.87, 0.32; GCA_002438575.1, s__CAG-83 sp002438575, 95.0, 78.62, 0.32; GCA_004555205.1, s__CAG-83 sp004555205, 95.0, 78.58, 0.3; GCA_900556015.1, s__CAG-83 sp900556015, 95.0, 78.54, 0.26; GCA_000431575.1, s__CAG-83 sp000431575, 95.0, 78.52, 0.41; GCA_900550615.1, s__CAG-83 sp900550615, 95.0, 78.49, 0.33; GCA_900552475.1, s__CAG-83 sp900552475, 95.0, 77.77, 0.26; GCA_002309395.1, s__CAG-83 sp002309395, 95.0, 77.45, 0.26	26.75	11	0.935368252904328	N/A
bin451	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__	N/A	N/A	N/A	N/A	N/A	GCA_900315595.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900315595	79.24	0.34	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__	Placement	taxonomic classification fully defined by topology	GCA_002372735.1, s__CAG-110 sp002372735, 95.0, 78.95, 0.38; GCA_900316335.1, s__CAG-110 sp900316335, 95.0, 78.54, 0.27; GCA_004562395.1, s__CAG-110 sp004562395, 95.0, 76.52, 0.12; GCA_002362145.1, s__CAG-110 sp002362145, 95.0, 76.45, 0.1; GCA_900548795.1, s__CAG-110 sp900548795, 95.0, 76.26, 0.1	47.38	11	0.9694265667894205	Genome has more than 10.8% of markers with multiple hits
bin13	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__	N/A	N/A	N/A	N/A	N/A	GCA_900315595.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900315595	80.29	0.38	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__	Placement	taxonomic classification fully defined by topology	GCA_002372735.1, s__CAG-110 sp002372735, 95.0, 79.88, 0.44; GCA_900316335.1, s__CAG-110 sp900316335, 95.0, 79.85, 0.35; GCA_002362145.1, s__CAG-110 sp002362145, 95.0, 77.02, 0.08	97.86	11	0.9673331321471209	N/A
bin475	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	30.12	11	0.8265084660655633	N/A
bin453	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	Placement	taxonomic classification fully defined by topology	N/A	38.0	11	0.9853791516148992	N/A
bin161	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	N/A	N/A	N/A	N/A	N/A	GCA_900317375.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp900317375	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	Placement	taxonomic classification fully defined by topology	GCA_900319935.1, s__UBA1777 sp900319935, 95.0, 79.22, 0.2; GCA_002450075.1, s__UBA1777 sp002450075, 95.0, 78.29, 0.16; GCA_900319465.1, s__UBA1777 sp900319465, 95.0, 78.25, 0.19; GCA_002350825.1, s__UBA1777 sp002350825, 95.0, 77.7, 0.15	72.14	11	0.974794107988701	N/A
bin207	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	Placement	taxonomic classification fully defined by topology	N/A	54.66	11	0.9711491207154016	N/A
bin168	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	N/A	N/A	N/A	N/A	N/A	GCA_900317375.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp900317375	78.85	0.21	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	Placement	taxonomic classification fully defined by topology	GCA_900319465.1, s__UBA1777 sp900319465, 95.0, 80.73, 0.52; GCA_900316255.1, s__UBA1777 sp900316255, 95.0, 80.51, 0.32; GCA_900319935.1, s__UBA1777 sp900319935, 95.0, 80.31, 0.48; GCA_002371675.1, s__UBA1777 sp002371675, 95.0, 80.18, 0.42; GCA_900319635.1, s__UBA1777 sp900319635, 95.0, 80.04, 0.39; GCA_900319275.1, s__UBA1777 sp900319275, 95.0, 79.89, 0.31; GCA_900319835.1, s__UBA1777 sp900319835, 95.0, 79.84, 0.3; GCA_900320595.1, s__UBA1777 sp900320595, 95.0, 79.83, 0.42; GCA_900316205.1, s__UBA1777 sp900316205, 95.0, 79.79, 0.33; GCA_900321275.1, s__UBA1777 sp900321275, 95.0, 79.79, 0.35; GCA_900319695.1, s__UBA1777 sp900319695, 95.0, 79.78, 0.36; GCA_002350825.1, s__UBA1777 sp002350825, 95.0, 79.65, 0.42; GCA_002450075.1, s__UBA1777 sp002450075, 95.0, 79.38, 0.42; GCA_900320465.1, s__UBA1777 sp900320465, 95.0, 79.09, 0.32; GCA_900547315.1, s__UBA1777 sp900547315, 95.0, 78.96, 0.29; GCA_004560305.1, s__UBA1777 sp004560305, 95.0, 78.84, 0.29; GCA_900549645.1, s__UBA1777 sp900549645, 95.0, 78.74, 0.32; GCA_900549865.1, s__UBA1777 sp900549865, 95.0, 78.58, 0.27; GCA_003150355.1, s__UBA1777 sp003150355, 95.0, 78.37, 0.26; GCA_900549545.1, s__UBA1777 sp900549545, 95.0, 78.16, 0.27; GCA_002431965.1, s__UBA1777 sp002431965, 95.0, 78.09, 0.26; GCA_002320035.1, s__UBA1777 sp002320035, 95.0, 77.81, 0.22; GCA_002493305.1, s__UBA1777 sp002493305, 95.0, 77.55, 0.21; GCA_900546515.1, s__UBA1777 sp900546515, 95.0, 77.34, 0.13; GCA_002315275.1, s__UBA1777 sp002315275, 95.0, 76.59, 0.08	82.18	11	0.9698951729031223	Genome has more than 10.8% of markers with multiple hits
bin281	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	Placement	taxonomic classification fully defined by topology	GCA_900319935.1, s__UBA1777 sp900319935, 95.0, 87.33, 0.59; GCA_002450075.1, s__UBA1777 sp002450075, 95.0, 81.38, 0.53; GCA_900320595.1, s__UBA1777 sp900320595, 95.0, 81.17, 0.49; GCA_900319465.1, s__UBA1777 sp900319465, 95.0, 80.82, 0.48; GCA_900320465.1, s__UBA1777 sp900320465, 95.0, 80.38, 0.45; GCA_900319635.1, s__UBA1777 sp900319635, 95.0, 80.26, 0.42; GCA_900316255.1, s__UBA1777 sp900316255, 95.0, 80.16, 0.35; GCA_002350825.1, s__UBA1777 sp002350825, 95.0, 80.07, 0.46; GCA_002371675.1, s__UBA1777 sp002371675, 95.0, 80.04, 0.42; GCA_900319835.1, s__UBA1777 sp900319835, 95.0, 79.89, 0.34; GCA_900319275.1, s__UBA1777 sp900319275, 95.0, 79.81, 0.29; GCA_900316205.1, s__UBA1777 sp900316205, 95.0, 79.77, 0.32; GCA_900319695.1, s__UBA1777 sp900319695, 95.0, 79.4, 0.32; GCA_900321275.1, s__UBA1777 sp900321275, 95.0, 79.33, 0.29; GCA_900547315.1, s__UBA1777 sp900547315, 95.0, 78.58, 0.29; GCA_900549645.1, s__UBA1777 sp900549645, 95.0, 78.5, 0.31; GCA_900549865.1, s__UBA1777 sp900549865, 95.0, 78.28, 0.25; GCA_003150355.1, s__UBA1777 sp003150355, 95.0, 78.19, 0.25; GCA_004560305.1, s__UBA1777 sp004560305, 95.0, 78.09, 0.32; GCA_900317375.1, s__UBA1777 sp900317375, 95.0, 77.77, 0.22; GCA_002431965.1, s__UBA1777 sp002431965, 95.0, 77.56, 0.23; GCA_900549545.1, s__UBA1777 sp900549545, 95.0, 77.51, 0.25; GCA_900546515.1, s__UBA1777 sp900546515, 95.0, 77.28, 0.21; GCA_002493305.1, s__UBA1777 sp002493305, 95.0, 76.96, 0.2; GCA_002315275.1, s__UBA1777 sp002315275, 95.0, 76.84, 0.11; GCA_002320035.1, s__UBA1777 sp002320035, 95.0, 76.44, 0.14	63.31	11	0.9619948826819924	Genome has more than 20.8% of markers with multiple hits
bin205	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	47.28	11	0.920837043835396	Genome has more than 14.2% of markers with multiple hits
bin280	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	27.7	11	0.917859557997698	N/A
bin97	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	83.71	11	0.9176759895008957	Genome has more than 13.3% of markers with multiple hits
